FPR	TPR
0.0	0.0
0.0	0.00510204081632653
0.0	0.04591836734693878
0.005434782608695652	0.04591836734693878
0.005434782608695652	0.10714285714285714
0.010869565217391304	0.10714285714285714
0.010869565217391304	0.11734693877551021
0.021739130434782608	0.11734693877551021
0.021739130434782608	0.12755102040816327
0.02717391304347826	0.12755102040816327
0.02717391304347826	0.15816326530612246
0.03260869565217391	0.15816326530612246
0.03260869565217391	0.19387755102040816
0.03804347826086957	0.19387755102040816
0.03804347826086957	0.20408163265306123
0.043478260869565216	0.20408163265306123
0.043478260869565216	0.23469387755102042
0.05434782608695652	0.23469387755102042
0.05434782608695652	0.2653061224489796
0.059782608695652176	0.2653061224489796
0.059782608695652176	0.29591836734693877
0.06521739130434782	0.29591836734693877
0.06521739130434782	0.3469387755102041
0.07065217391304347	0.3469387755102041
0.07065217391304347	0.40816326530612246
0.07608695652173914	0.40816326530612246
0.07608695652173914	0.42857142857142855
0.08695652173913043	0.42857142857142855
0.08695652173913043	0.44387755102040816
0.09239130434782608	0.44387755102040816
0.09239130434782608	0.5153061224489796
0.09782608695652174	0.5153061224489796
0.09782608695652174	0.5408163265306123
0.10326086956521739	0.5408163265306123
0.10326086956521739	0.5714285714285714
0.11413043478260869	0.5714285714285714
0.11413043478260869	0.576530612244898
0.11956521739130435	0.576530612244898
0.11956521739130435	0.5918367346938775
0.125	0.5918367346938775
0.125	0.6071428571428571
0.1358695652173913	0.6071428571428571
0.1358695652173913	0.6122448979591837
0.14130434782608695	0.6122448979591837
0.14130434782608695	0.6224489795918368
0.15760869565217392	0.6224489795918368
0.15760869565217392	0.6377551020408163
0.16304347826086957	0.6377551020408163
0.16304347826086957	0.6530612244897959
0.16847826086956522	0.6530612244897959
0.16847826086956522	0.6683673469387755
0.1793478260869565	0.6683673469387755
0.1793478260869565	0.6785714285714286
0.19021739130434784	0.6785714285714286
0.19021739130434784	0.7040816326530612
0.20108695652173914	0.7040816326530612
0.20108695652173914	0.7142857142857143
0.20652173913043478	0.7142857142857143
0.20652173913043478	0.7244897959183674
0.21739130434782608	0.7244897959183674
0.21739130434782608	0.7397959183673469
0.22282608695652173	0.7397959183673469
0.22282608695652173	0.75
0.22826086956521738	0.75
0.22826086956521738	0.7551020408163265
0.23369565217391305	0.7551020408163265
0.23369565217391305	0.7653061224489796
0.266304347826087	0.7653061224489796
0.266304347826087	0.7704081632653061
0.2826086956521739	0.7704081632653061
0.2826086956521739	0.7806122448979592
0.29347826086956524	0.7806122448979592
0.29347826086956524	0.7857142857142857
0.30434782608695654	0.7857142857142857
0.30434782608695654	0.7959183673469388
0.30978260869565216	0.7959183673469388
0.30978260869565216	0.8061224489795918
0.31521739130434784	0.8061224489795918
0.31521739130434784	0.8112244897959183
0.33695652173913043	0.8112244897959183
0.33695652173913043	0.8214285714285714
0.3423913043478261	0.8214285714285714
0.3423913043478261	0.8316326530612245
0.391304347826087	0.8316326530612245
0.391304347826087	0.8367346938775511
0.4076086956521739	0.8367346938775511
0.4076086956521739	0.8469387755102041
0.41847826086956524	0.8469387755102041
0.41847826086956524	0.8520408163265306
0.42391304347826086	0.8520408163265306
0.42391304347826086	0.8724489795918368
0.44021739130434784	0.8724489795918368
0.44021739130434784	0.8775510204081632
0.44565217391304346	0.8775510204081632
0.44565217391304346	0.8826530612244898
0.45108695652173914	0.8826530612244898
0.45108695652173914	0.8877551020408163
0.45652173913043476	0.8877551020408163
0.45652173913043476	0.8928571428571429
0.4673913043478261	0.8928571428571429
0.4673913043478261	0.8979591836734694
0.4891304347826087	0.8979591836734694
0.4891304347826087	0.9030612244897959
0.5380434782608695	0.9030612244897959
0.5380434782608695	0.9081632653061225
0.5543478260869565	0.9081632653061225
0.5543478260869565	0.9132653061224489
0.5706521739130435	0.9132653061224489
0.5706521739130435	0.923469387755102
0.5760869565217391	0.923469387755102
0.5760869565217391	0.9336734693877551
0.5869565217391305	0.9336734693877551
0.5869565217391305	0.9387755102040817
0.6793478260869565	0.9387755102040817
0.6793478260869565	0.9438775510204082
0.6847826086956522	0.9438775510204082
0.6847826086956522	0.9540816326530612
0.6956521739130435	0.9540816326530612
0.6956521739130435	0.9642857142857143
0.7391304347826086	0.9642857142857143
0.7391304347826086	0.9744897959183674
0.7663043478260869	0.9744897959183674
0.7663043478260869	0.9795918367346939
0.7717391304347826	0.9795918367346939
0.7717391304347826	0.9846938775510204
0.8097826086956522	0.9846938775510204
0.8097826086956522	0.9897959183673469
0.8695652173913043	0.9897959183673469
0.8695652173913043	0.9948979591836735
0.9239130434782609	0.9948979591836735
0.9239130434782609	1.0
1.0	1.0
